document_id,date,url,media,replies,reblogs,favourites,content,about_iran,classification_reason,model
23,2023-05-27 23:02:41.267000+00:00,https://truthsocial.com/@realDonaldTrump/110443138987355829,N/A,0,0,0,"RT @marklevinshowSunday on Life, Liberty and Levin, 8pm Eastern on Fox. If you can't watch live, you can always DVR it.",False,No mention of Iran or related topics.,openai/gpt-oss-20b
24,2023-06-16 12:52:12.187000+00:00,https://truthsocial.com/@realDonaldTrump/110553984673009815,N/A,1047,6265,19585,"The Perverts and Misfits of the Lincoln Project have (barely!) gotten together again after their disgusting scandal, and pieced together some ads. They are running on fumes. Were they ever prosecuted for their crimes? Are their donors under investigation? Check it out!",False,No mention of Iran or related topics.,openai/gpt-oss-20b
60,2023-07-03 00:39:19.504000+00:00,https://truthsocial.com/@realDonaldTrump/110647362159066418,N/A,756,3902,14065,https://nypost.com/2023/07/02/ex-trump-officials-question-existence-of-iran-attack-plan-in-leaked-audio/,True,Article discusses a leaked audio about an alleged Iran attack plan.,openai/gpt-oss-20b
48,2023-08-11 15:26:36.208000+00:00,https://truthsocial.com/@realDonaldTrump/110871681185057197,N/A,255,2478,8865,https://www.newsweek.com/donald-trump-indictment-jack-smith-election-1816867,False,"The article focuses on Donald Trump, Jack Smith, and election matters, with no reference to Iran or Iranian topics.",openai/gpt-oss-20b
33,2023-09-13 00:43:26.041000+00:00,https://truthsocial.com/@realDonaldTrump/111055064664658425,N/A,296,2917,12298,"“KENNY CODY: Despite establishment GOP sabotage, Trump is still the most electable candidate” https://humanevents.com/2023/09/12/kenny-cody-despite-establishment-gop-sabotage-trump-is-still-the-most-electable-candidate",False,The post discusses U.S. politics and does not mention Iran or any Iranian-related topics.,openai/gpt-oss-20b
21,2023-10-03 12:42:06.617000+00:00,https://truthsocial.com/@realDonaldTrump/111171136822383110,N/A,1413,5815,20960,"The rarely used Executive Law that the N.Y.A.G. is proceeding under is VERY UNFAIR, and being used against me for that reason. NY Executive Law 63 (12) does not require a victim, traditional elements of fraud are eliminated (the only such law!), the law allows a politically elected partisan prosecutor to convince a politically elected judge, who may be friends, to destroy even a Political Opponent. This law may not be Constitutional and is not FAIR, and that is why terrible A.G. James chose it to use against me!!!",False,"The post discusses a New York law and political prosecution, with no reference to Iran or related topics.",openai/gpt-oss-20b
41,2023-10-07 16:06:54.528000+00:00,https://truthsocial.com/@realDonaldTrump/111194591364945784,N/A,146,1789,6079,https://rootforamerica.com/why-did-attorney-general-merrick-garland-bring-up-the-holocaust/,False,"The post discusses Merrick Garland and the Holocaust, with no reference to Iran or Iranian topics.",openai/gpt-oss-20b
77,2023-10-14 15:31:04.780000+00:00,https://truthsocial.com/@realDonaldTrump/111234086652182908,N/A,257,2336,7540,https://www.tabletmag.com/sections/israel-middle-east/articles/why-iran-deal-matters,True,Article discusses the Iran nuclear deal.,openai/gpt-oss-20b
72,2023-10-16 12:39:38.119000+00:00,https://truthsocial.com/@realDonaldTrump/111244737125690705,N/A,1410,6140,17520,"Would somebody please inform our WORST President in history, Crooked Joe Biden, who doesn’t have a clue, that while he dithers around and illegally attacks his political opponent, ME, and is always trying to blame everyone else for the MANY, MANY, MANY mistakes he has made, IRAN IS RAPIDLY BUILDING A LARGE SCALE ARSENAL OF NUCLEAR WEAPONS. Once they have them, which will be soon, all negotiations STOP. That’s when our incompetent fool of a President will drop to his knees and beg IRAN for mercy. “Please, Please, Please, Mr. Ayatollah, SIR, I will give you everything, I will do anything you demand. Don’t hurt us!” This is the position that this stupid fool has put us in. Three years ago, under “TRUMP,” Iran was BROKE — NO NUCLEAR WEAPONS, OR PROSPECTS. BIDEN HAS MADE THEM RICH, AND HAS NO IDEA WHAT TO DO. They started the attack on Israel and desperately want to become openly involved. “Death to Israel,” they chant. DON’T LET IRAN HAVE NUCLEAR WEAPONS!",True,"The post discusses Iran's nuclear program, potential weapons, and Iran-Israel relations.",openai/gpt-oss-20b
55,2023-10-17 21:25:30.665000+00:00,https://truthsocial.com/@realDonaldTrump/111252467263123580,N/A,1828,5975,21198,“Donald Trump: Biden’s Weakness and Incompetence Strengthened Iran—and Hamas” https://www.newsweek.com/donald-trump-bidens-weakness-incompetence-strengthened-iran-hamas-opinion-1835513,True,The post discusses how Biden’s policies have strengthened Iran.,openai/gpt-oss-20b
99,2023-10-21 00:19:48.891000+00:00,https://truthsocial.com/@realDonaldTrump/111270139585391865,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/111/270/139/453/171/850/original/62f366bcf0c6b050.mp4,950,6474,22078,"Judge Jeanine: “Donald Trump gave us the Abraham Accords…Donald Trump sanctioned Iran, and enforced the sanctions…Donald Trump pulled us out of the Iran Nuclear Deal when Obama was sending love letters to them saying, oh we can work on this this together…There were no beheadings when Trump was President…and the caliphate was destroyed when he was President…”“BIDEN SPEECH FALLS FLAT ON THE WORLD STAGE!”",True,"Mentions Iran sanctions, the Iran Nuclear Deal, and Iran-related events.",openai/gpt-oss-20b
98,2023-10-23 18:45:10.954000+00:00,https://truthsocial.com/@realDonaldTrump/111285810689127350,N/A,0,0,0,"RT @marklevinshowBIden has blood on his hands as money allowed to flow back into Iran’s coffers, most certainly went to arming Hamas. Join us on LevinTV.https://rumble.com/v3qyqxs-what-did-bidens-administration-do-to-enable-hamas-terrorist-attack.html?mref=9yobh&amp;mc=2cpbn",True,mentions Iran’s coffers and arming Hamas,openai/gpt-oss-20b
14,2023-11-07 19:02:39.528000+00:00,https://truthsocial.com/@realDonaldTrump/111370814061482301,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/111/370/813/960/845/124/original/bba43c47e621679b.jpg,1348,7827,21326,"This is the Paper that I wanted to submit that the Judge refused to take, because he doesn’t want anybody to know about the Disclaimer Clause at the beginning of each Financial Statement. This is just part of it! That case is a disgrace to the Legal and Judicial System of New York. Hopefully the Appellate Courts will stop this travesty of Justice that everybody is watching and fully understanding!",False,No mention of Iran or related topics,openai/gpt-oss-20b
13,2023-12-18 18:58:12.273000+00:00,https://truthsocial.com/@realDonaldTrump/111602951276137920,N/A,351,2587,9708,https://amgreatness.com/2023/12/07/trump-is-right-biden-is-a-threat-to-democracy/,False,"Post discusses US political figures, not Iran.",openai/gpt-oss-20b
17,2024-01-16 14:49:09.085000+00:00,https://truthsocial.com/@realDonaldTrump/111766178960737877,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/111/766/178/927/760/034/original/8604b651f9c99953.jpg,249,1517,5143,N/A,False,No content about Iran,openai/gpt-oss-20b
10,2024-01-18 22:08:50.449000+00:00,https://truthsocial.com/@realDonaldTrump/111779232510857182,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/111/779/232/479/320/480/original/dd7ffdc7b3a0a432.jpg,157,1574,5199,N/A,False,No content about Iran,openai/gpt-oss-20b
54,2024-01-28 18:54:05.519000+00:00,https://truthsocial.com/@realDonaldTrump/111835089828882966,N/A,658,5728,20511,"Page Two: Three years ago, Iran was weak, broke, and totally under control. Thanks to my Maximum Pressure policy, the Iranian Regime could barely scrape two dollars together to fund their terrorist proxies. Then Joe Biden came in and gave Iran billions of dollars, which the Regime has used to spread bloodshed and carnage throughout the Middle East. This attack would NEVER have happened if I was President, not even a chance - Just like the Iranian-backed Hamas attack on Israel would never have happened, the War in Ukraine would never have happened, and we would right now have Peace throughout the World. Instead, we are on the brink of World War 3…..",True,"The post discusses Iran, its regime, and related geopolitical events.",openai/gpt-oss-20b
16,2024-02-08 23:07:29.083000+00:00,https://truthsocial.com/@realDonaldTrump/111898371626496668,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/111/898/371/503/921/735/original/dacb673713d3f345.jpg,190,2267,8770,N/A,False,No content about Iran,openai/gpt-oss-20b
7,2024-03-05 21:15:29.405000+00:00,https://truthsocial.com/@realDonaldTrump/112045151313432868,N/A,2120,9346,23348,"Bombshell Report: The White House FLEW MORE THAN 300,000 MIGRANTS INTO THE U.S. THIS IS BOTH ILLEGAL AND CRAZY. The WORST Administration in history!!!",False,No mention of Iran or Iranian topics.,openai/gpt-oss-20b
45,2024-04-15 13:49:37.446000+00:00,https://truthsocial.com/@realDonaldTrump/112275552826318390,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/275/552/509/612/874/original/68caef670fca4e45.jpg; https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/275/552/601/945/048/original/9df21687762e4412.jpg; https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/275/552/695/622/619/original/ef91dfbd192d0b33.jpg; https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/275/552/784/722/868/original/ac192a5fdbcddc96.jpg,286,1868,6547,“Trump Will Win—The fundamentals simply do not favor Biden”,False,No reference to Iran or Iranian topics.,openai/gpt-oss-20b
31,2024-04-18 02:58:34.869000+00:00,https://truthsocial.com/@realDonaldTrump/112289979748328501,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/289/979/654/621/543/original/4592f224864e9a9a.jpg,1722,7703,31236,N/A,False,No content about Iran,openai/gpt-oss-20b
15,2024-04-21 00:10:04.488000+00:00,https://truthsocial.com/@realDonaldTrump/112306304086209474,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/306/303/933/533/531/original/29c7d7851279d225.jpg,1190,4236,19225,"Will be back soon, North Carolina! https://www.DonaldJTrump.com",False,No reference to Iran or related topics.,openai/gpt-oss-20b
47,2024-05-05 18:56:48.822000+00:00,https://truthsocial.com/@realDonaldTrump/112390006953060919,N/A,109,1528,5029,"Gregg Jarrett: “Make no mistake, Merchan’s poorly worded, vague, and semi-literate orders muffling Trump are a prior restraint on free speech that is protected by the First Amendment. There is no exception in the Bill of Rights for defendants in criminal trials. But clueless judges like Merchan often shred constitutional rights with lawless gag orders because they are arrogant and imperious. They are bullies who know that by the time there’s a successful appeal, the trial is over and the arguments are rendered moot. So, they get away with it, which only emboldens them. It should be pointed out that Merchan is an ‘acting’ judge, which is a felicitous description for a jurist who appears deeply unqualified to preside over the trial of a former president of the United States….",False,No reference to Iran or related topics,openai/gpt-oss-20b
32,2024-05-24 17:11:56.595000+00:00,https://truthsocial.com/@realDonaldTrump/112497178478673085,N/A,0,0,0,"RT @SantaSurfingSneak peek into tomorrow morning's podcast!Weasel Garland approves the MAL raid!We learned evidence was planted to frame Trump!We are now learning Garland approved ""Lethal Force"" on Trump or anyone at MAL - WHILE the FBI/DOJ plants evidence to frame Trump!!!",False,No reference to Iran or Iranian entities,openai/gpt-oss-20b
87,2024-05-31 22:57:32.566000+00:00,https://truthsocial.com/@realDonaldTrump/112538173605692936,N/A,529,3945,13803,"Texas Lieutenant Governor Dan Patrick: “The Judge is absolutely corrupt…The Judge kept an Expert Witness on Campaign Finance from testifying that the President did not break any Campaign Finance Law…This is a Show Trial like you would see in some Tin-Pot Dictatorship in a Third World Country, or in North Korea, or China, or Iran, or Russia. No one would ever imagine that this would happen in America and, if they can do this to a former President, they can do this to you and any American. Remember - THERE IS NO CRIME, THERE IS NO EVIDENCE OF ANY WRONGDOING, but they are persecuting and prosecuting President Trump because they know they can't beat him in November….",True,mentions Iran in a comparison,openai/gpt-oss-20b
42,2024-07-08 19:56:58.460000+00:00,https://truthsocial.com/@realDonaldTrump/112752631378869022,N/A,229,2420,8397,"….To make clear our commitment, we offer to the American People our plan to restore our Country to Greatness - It will be approved next week at the GOP Convention. The Forgotten Men and Women of this Country will be forgotten no longer. MAGA!",False,"The post discusses U.S. politics and the GOP Convention, with no reference to Iran or related topics.",openai/gpt-oss-20b
28,2024-07-15 15:40:07.079000+00:00,https://truthsocial.com/@realDonaldTrump/112791257551683378,N/A,5250,17664,99646,"In light of what is going on in the world today, I believe it is imperative that Robert F. Kennedy Jr. receive Secret Service protection — immediately. Given the history of the Kennedy Family, this is the obvious right thing to do!",False,"The post discusses Robert F. Kennedy Jr. and Secret Service protection, with no reference to Iran or related topics.",openai/gpt-oss-20b
9,2024-08-02 01:24:46.320000+00:00,https://truthsocial.com/@realDonaldTrump/112889815781932151,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/112/889/815/724/923/929/original/9a4a4f25c8f2fc3a.jpg,223,3010,18356,N/A,False,No content about Iran,openai/gpt-oss-20b
46,2024-08-26 15:59:04.063000+00:00,https://truthsocial.com/@realDonaldTrump/113029149101884562,N/A,1281,4172,13549,"When is Comrade Kamala Harris going to start answering questions? She’s a Radical Left, No Fracking Marxist, and the Public needs to know what she stands for, which is POVERTY AND FAILURE FOR AMERICA! Kamala refuses to do Interviews, because she has NO CONFIDENCE in her own level of “Intelligence,” and now wants to change the Rules of the Debate on ABC Fake News!",False,No reference to Iran or Iranian topics,openai/gpt-oss-20b
40,2024-09-11 05:02:18.107000+00:00,https://truthsocial.com/@realDonaldTrump/113117163559759397,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/117/163/443/834/872/original/e0cf85147ed3080a.jpg; https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/117/163/514/116/017/original/5414698aa31387ec.jpg,1239,6241,15524,RT: https://truthsocial.com/users/realDonaldTrump/statuses/113117159823478251,False,No indication that the linked post references Iran or related topics.,openai/gpt-oss-20b
36,2024-09-20 06:07:26.664000+00:00,https://truthsocial.com/@realDonaldTrump/113168380504554437,N/A,0,0,0,RT @1776WeThePeople1776BOTTOMLINE,False,No reference to Iran or related topics.,openai/gpt-oss-20b
63,2024-09-30 15:51:29.759000+00:00,https://truthsocial.com/@realDonaldTrump/113227300192852980,N/A,3450,10922,31631,"The Democrats are interfering with my Campaign by not giving us the proper number of people within Secret Service that are necessary for Security. They’re using them for themselves, even though they don’t need them - they draw “flies” - because they have no crowds, and for people like the President of Iran, who is doing everything possible to kill me. We need more Secret Service, and we need them NOW. It is ELECTION INTERFERENCE that we have to turn away thousands of people from arenas and venues because it is not being provided to us. Congress just authorized Hundreds of Millions of Dollars in money and help, and with the weak crowd participation that the Democrats get, there should be plenty “left over” for the Republican Party. Hopefully the people of Wisconsin, and other areas where thousands are turned away, will realize that this is just another Democrat ploy!",True,mentions the President of Iran,openai/gpt-oss-20b
35,2024-10-23 22:16:23.518000+00:00,https://truthsocial.com/@realDonaldTrump/113359046804685083,N/A,1226,4929,16156,"Kamala Harris did NOTHING as 120,000 Armenian Christians were horrifically persecuted and forcibly displaced in Artsakh. Christians around the World will not be safe if Kamala Harris is President of the United States. When I am President, I will protect persecuted Christians, I will work to stop the violence and ethnic cleansing, and we will restore PEACE between Armenia and Azerbaijan.",False,No reference to Iran or Iranian actors,openai/gpt-oss-20b
22,2024-11-18 16:15:08.670000+00:00,https://truthsocial.com/@realDonaldTrump/113504846392149007,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/504/846/318/832/177/original/4ffb7cf6e3c1c6d6.mp4,1435,6818,30396,N/A,False,No content about Iran,openai/gpt-oss-20b
38,2025-02-22 13:14:36.045000+00:00,https://truthsocial.com/@realDonaldTrump/114047718263615731,N/A,2580,9301,55664,OUR SOUTHERN BORDER IS CLOSED!!!,False,No reference to Iran or related entities,openai/gpt-oss-20b
3,2025-03-06 16:29:38.108000+00:00,https://truthsocial.com/@realDonaldTrump/114116432894994278,N/A,3149,9200,49610,"After speaking with President Claudia Sheinbaum of Mexico, I have agreed that Mexico will not be required to pay Tariffs on anything that falls under the USMCA Agreement. This Agreement is until April 2nd. I did this as an accommodation, and out of respect for, President Sheinbaum. Our relationship has been a very good one, and we are working hard, together, on the Border, both in terms of stopping Illegal Aliens from entering the United States and, likewise, stopping Fentanyl. Thank you to President Sheinbaum for your hard work and cooperation!",False,No reference to Iran or Iranian entities,openai/gpt-oss-20b
5,2025-03-09 13:49:28.374000+00:00,https://truthsocial.com/@realDonaldTrump/114132790042659430,N/A,510,3094,13395,https://www.washingtonexaminer.com/restoring-america/faith-freedom-self-reliance/3324484/trump-trade-policy-will-save-farmers/,False,"Article discusses US trade policy, not Iran.",openai/gpt-oss-20b
2,2025-03-10 00:51:51.928000+00:00,https://truthsocial.com/@realDonaldTrump/114135394676135924,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/135/394/494/837/767/original/e8a4dd90f7cf7e4c.mp4,0,0,0,I want a dynamic Country where private enterprise carries the day—NOT the government!,False,No mention of Iran or Iranian entities,openai/gpt-oss-20b
88,2025-03-17 15:29:51.374000+00:00,https://truthsocial.com/@realDonaldTrump/114178483249053992,N/A,2218,6131,25244,"Let nobody be fooled! The hundreds of attacks being made by Houthi, the sinister mobsters and thugs based in Yemen, who are hated by the Yemeni people, all emanate from, and are created by, IRAN. Any further attack or retaliation by the âHouthisâ will be met with great force, and there is no guarantee that that force will stop there. Iran has played âthe innocent victimâ of rogue terrorists from which theyâve lost control, but they havenât lost control. Theyâre dictating every move, giving them the weapons, supplying them with money and highly sophisticated Military equipment, and even, so-called, âIntelligence.â Every shot fired by the Houthis will be looked upon, from this point forward, as being a shot fired from the weapons and leadership of IRAN, and IRAN will be held responsible, and suffer the consequences, and those consequences will be dire!DONALD J. TRUMP,PRESIDENT OF THE UNITED STATES OF AMERICA",True,The post explicitly mentions Iran as the source of attacks and discusses Iran’s involvement.,openai/gpt-oss-20b
43,2025-03-19 18:01:36.247000+00:00,https://truthsocial.com/@realDonaldTrump/114190404566893251,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/403/856/050/880/original/9bf86585fe4e81e2.mp4,337,1804,7946,âILLEGAL BORDER CROSSINGS PLUMMET UNDER TRUMPâ,False,"The post discusses U.S. border crossings, not Iran.",openai/gpt-oss-20b
12,2025-04-14 21:12:27.091000+00:00,https://truthsocial.com/@realDonaldTrump/114338375079660274,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/338/374/958/842/537/original/51aae2be196d36ea.jpg,709,2799,11601,"Thank you very much to all of the Record Setting Attendees! We are spending a lot of time, effort, and money on making The Kennedy Center the spectacular venue that it was originally meant to be. Bear with us, itâs happening faster than expected. The crowds are fantastic, nothing will keep them away!https://www.breitbart.com/politics/2025/04/09/kennedy-center-breaks-all-time-attendance-record-for-a-public-event-after-trump-takeover/",False,The post discusses the Kennedy Center and does not mention Iran or related topics.,openai/gpt-oss-20b
8,2025-05-21 22:26:58.484000+00:00,https://truthsocial.com/@realDonaldTrump/114548173601756486,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/548/173/184/332/251/original/7e82228dcc296587.mp4,490,2283,8354,The Golden Dome Missile Defense Shield!,False,No mention of Iran or related topics,openai/gpt-oss-20b
34,2025-05-31 01:29:11.107000+00:00,https://truthsocial.com/@realDonaldTrump/114599850870121253,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/599/850/556/083/136/original/4e33c8585e7d7daf.jpg,723,2782,9740,N/A,False,No content about Iran,openai/gpt-oss-20b
82,2025-06-15 04:32:40.686000+00:00,https://truthsocial.com/@realDonaldTrump/114685507052179501,N/A,333,803,2897,"The U.S. had nothing to do with the attack on Iran, tonight. If we are attacked in any way, shape or form by Iran, the full strength and might of the U.S. Armed Forces will come down on you at levels never seen before. However, we can easily get a deal done between Iran and Israel, and end this bloody conflict!!!",True,The post explicitly mentions Iran and discusses potential conflict involving Iran.,openai/gpt-oss-20b
96,2025-06-17 05:15:27.530000+00:00,https://truthsocial.com/@realDonaldTrump/114696999897040583,N/A,1417,2393,10327,"Publicity seeking President Emmanuel Macron, of France, mistakenly said that I left the G7 Summit, in Canada, to go back to D.C. to work on a âcease fireâ between Israel and Iran. Wrong! He has no idea why I am now on my way to Washington, but it certainly has nothing to do with a Cease Fire. Much bigger than that. Whether purposely or not, Emmanuel always gets it wrong. Stay Tuned!",True,Mentions a ceasefire between Israel and Iran,openai/gpt-oss-20b
71,2025-06-22 17:58:31.377000+00:00,https://truthsocial.com/@realDonaldTrump/114728311939211877,N/A,3511,5906,21055,"Congressman Thomas Massie of Kentucky is not MAGA, even though he likes to say he is. Actually, MAGA doesnât want him, doesnât know him, and doesnât respect him. He is a negative force who almost always Votes âNO,â no matter how good something may be. Heâs a simple minded âgrandstanderâ who thinks itâs good politics for Iran to have the highest level Nuclear weapon, while at the same time yelling âDEATH TO AMERICAâ at every chance they get. Iran has killed and maimed thousands of Americans, and even took over the American Embassy in Tehran under the Carter Administration. We had a spectacular military success yesterday, taking the âbombâ right out of their hands (and they would use it if they could!) but, as usual, and despite all of the praise and accolades received, this âlightweightâ Congressman is against what was so brilliantly achieved last night in Iran. Massie is weak, ineffective, and votes âNOâ on virtually everything put before him (Rand Paul, Jr.), no matter how good something may be. He is disrespectful to our great military, and all that they stand for, not even acknowledging their brilliance and bravery in yesterdayâs attack, which was a total and complete WIN. Massie should drop his fake act and start putting America First, but he doesnât know how to get there â he doesnât have a clue! Heâll undoubtedly vote against the Great, Big, Beautiful Bill, even though non-passage means a 68% Tax Increase for everybody, and many things far worse than that. MAGA should drop this pathetic LOSER, Tom Massie, like the plague! The good news is that we will have a wonderful American Patriot running against him in the Republican Primary, and Iâll be out in Kentucky campaigning really hard. MAGA is not about lazy, grandstanding, nonproductive politicians, of which Thomas Massie is definitely one. Thank you to our incredible military for the AMAZING job they did last night. It was really SPECIAL!!! MAKE AMERICA GREAT AGAIN.",True,"The post discusses Iran’s nuclear ambitions, past attacks, and events involving Iran.",openai/gpt-oss-20b
70,2025-06-23 18:10:31.029000+00:00,https://truthsocial.com/@realDonaldTrump/114734021412822365,N/A,4991,9534,47697,"The sites that we hit in Iran were totally destroyed, and everyone knows it. Only the Fake News would say anything different in order to try and demean, as much as possible â And even they say they were âpretty well destroyed!â Working especially hard on this falsehood is Allison Cooper of Fake News CNN, Dumb Brian L. Roberts, Chairman of âConâcast, Jonny Karl of ABC Fake News, and always, the Losers of, again, Concastâs NBC Fake News. It never ends with the sleazebags in the Media, and thatâs why their Ratings are at an ALL TIME LOW â ZERO CREDIBILITY!",True,Mentions sites hit in Iran,openai/gpt-oss-20b
69,2025-06-24 11:28:58.418000+00:00,https://truthsocial.com/@realDonaldTrump/114738104789842114,N/A,2034,4915,26721,"ISRAEL is not going to attack Iran. All planes will turn around and head home, while doing a friendly âPlane Waveâ to Iran. Nobody will be hurt, the Ceasefire is in effect! Thank you for your attention to this matter! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES",True,The post explicitly mentions Iran.,openai/gpt-oss-20b
